species,MEY11_0,MEY11_1,MEY11_2,MEY11_3,MEY11_4,MEY11_5,MEY11_6,MEY11_7,MEY11_8,MEY11_9,MEY4_0,MEY4_1,MEY4_2,MEY4_3,MEY4_4,MEY4_5,MEY4_6,MEY4_7,MEY4_8,MEY4_9,MEY7_0,MEY7_1,MEY7_2,MEY7_3,MEY7_4,MEY7_5,MEY7_6,MEY7_7,MEY7_8,MEY7_8_control,MEY7_9,MEY8_0,MEY8_1,MEY8_2,MEY8_3,MEY8_4,MEY8_5,MEY8_6,MEY8_7,MEY8_8,MEY8_9,total,superkingdom,kingdom,phylum,class,order,family,genus,tax
Herbinix luporum,2243,1529,1171,1603,2695,1524,2519,2172,1736,1902,17,171,192,84,169,136,250,197,59,202,105,255,286,270,95,341,436,532,390,1079,260,77,134,181,240,485,304,246,419,1690,279,28675,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Herbinix,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Herbinix;Herbinix luporum
Marseillibacter massiliensis,1268,1315,1643,1350,2865,1442,1818,1477,1161,2172,31,116,276,100,89,77,126,199,600,307,188,472,415,417,167,189,253,299,211,575,183,470,269,169,167,1187,429,1014,964,1113,896,28479,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Marseillibacter,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Marseillibacter;Marseillibacter massiliensis
Agathobacter ruminis,1495,1163,1454,1366,1994,712,1761,1435,1234,2189,48,84,172,100,125,96,89,105,111,120,76,98,111,159,116,114,131,163,149,546,141,126,129,242,213,1115,630,956,813,1516,1412,24809,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Agathobacter,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Agathobacter;Agathobacter ruminis
Mediterraneibacter faecis,1557,725,2196,2276,1271,690,1182,496,793,780,175,222,542,293,316,136,219,251,140,121,65,79,184,265,258,260,206,196,151,369,123,35,28,371,238,405,697,1811,1683,999,1879,24683,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Mediterraneibacter,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Mediterraneibacter;Mediterraneibacter faecis
Acetitomaculum ruminis,652,734,165,644,744,333,353,495,2348,3461,96,208,637,69,36,35,52,26,49,342,13,30,81,17,160,35,27,323,52,124,28,347,44,319,632,3341,704,758,1872,1426,2394,24206,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Acetitomaculum,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Acetitomaculum;Acetitomaculum ruminis
Lachnoanaerobaculum umeaense,2176,1808,1429,1555,1693,755,659,796,1800,1917,137,221,450,185,76,70,116,125,99,156,98,104,126,200,92,138,152,219,185,498,192,192,231,294,173,1133,530,871,379,1045,1037,24112,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lachnoanaerobaculum,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lachnoanaerobaculum;Lachnoanaerobaculum umeaense
Anaerotignum aminivorans,3235,1306,360,875,2090,1089,1122,978,957,2101,46,41,209,51,217,196,404,282,450,757,116,291,124,207,67,91,89,122,90,216,125,108,306,61,137,632,342,427,719,1520,1048,23604,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerotignum,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Anaerotignum;Anaerotignum aminivorans
Intestinimonas massiliensis,719,696,1090,1115,1151,839,1518,3165,1364,1641,23,23,88,160,280,181,216,358,401,438,145,100,161,313,132,90,130,147,130,352,154,228,98,208,122,556,518,1164,670,1134,1289,23307,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Eubacteriales_Incertae_sedis,Intestinimonas,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Eubacteriales_Incertae_sedis;Intestinimonas;Intestinimonas massiliensis
Mediterraneibacter massiliensis,659,1099,1262,1885,1032,335,294,418,617,1065,27,23,88,39,143,80,117,206,306,448,82,241,155,203,153,118,156,285,239,583,96,402,533,544,390,1459,1030,1261,1041,1180,1202,21496,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Mediterraneibacter,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Mediterraneibacter;Mediterraneibacter massiliensis
[Clostridium] herbivorans,3077,1065,1299,903,736,902,1722,1298,1059,2328,56,2,88,63,110,66,82,136,85,84,328,203,278,208,158,188,156,274,360,912,244,6,201,363,15,22,436,1324,24,572,29,21462,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lachnoclostridium,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lachnoclostridium;[Clostridium] herbivorans
Blautia hydrogenotrophica,1130,1381,2003,1946,2465,553,609,406,715,1127,112,137,229,134,133,71,89,102,100,85,90,100,141,166,183,193,187,208,160,399,105,109,95,119,183,973,377,1059,953,396,704,20427,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Blautia;Blautia hydrogenotrophica
Frisingicoccus caecimuris,1436,1442,1995,1615,2579,741,1103,1154,834,1675,18,49,109,53,64,48,93,120,92,129,57,57,83,141,89,103,109,198,165,445,109,88,83,175,106,722,237,527,380,269,483,19975,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Frisingicoccus,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Frisingicoccus;Frisingicoccus caecimuris
Ligilactobacillus animalis,948,2253,519,1437,552,3709,906,854,963,2021,22,33,84,5,25,7,39,22,14,2,56,30,25,224,129,185,75,544,41,107,269,133,37,112,152,495,409,546,516,498,873,19871,Bacteria,none,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,Bacteria;none;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Ligilactobacillus;Ligilactobacillus animalis
Eisenbergiella porci,596,191,308,864,645,226,233,3237,2500,5775,3,8,48,174,36,78,159,259,180,323,361,134,47,91,210,144,111,92,123,295,47,19,4,22,108,435,161,406,248,239,119,19259,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Eisenbergiella,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Eisenbergiella;Eisenbergiella porci
Blautia intestinalis,1256,1157,1145,1485,1860,639,863,933,1246,1516,20,42,98,29,73,29,64,81,162,192,69,103,116,98,81,92,103,118,146,398,147,139,348,202,156,948,346,521,517,796,847,19181,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Blautia;Blautia intestinalis
Konateibacter massiliensis,2446,936,1248,978,688,760,1578,902,1007,2173,83,40,109,73,54,33,14,26,37,35,188,133,210,179,96,145,157,216,207,670,131,28,162,358,79,203,474,1134,290,654,211,19145,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Konateibacter,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Konateibacter;Konateibacter massiliensis
Bilifractor porci,1343,980,563,958,755,785,2848,1219,931,1415,22,50,168,117,218,92,95,80,121,104,88,114,96,129,114,86,129,159,118,400,108,140,187,125,177,822,321,675,459,830,736,18877,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Bilifractor,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Bilifractor;Bilifractor porci
Blautia faecis,562,826,520,962,1302,869,1182,586,825,337,3,19,40,16,32,46,29,25,60,20,63,93,86,161,150,37,141,136,152,340,60,266,230,106,168,1558,368,704,571,2100,3050,18801,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Blautia;Blautia faecis
Porcincola intestinalis,2136,1700,993,997,1015,702,1207,648,1758,1628,20,44,56,32,29,19,25,58,56,67,59,92,126,134,100,96,98,159,216,467,113,105,139,147,152,525,232,600,499,437,880,18566,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Porcincola,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Porcincola;Porcincola intestinalis
Qiania dongpingensis,1132,795,685,1101,1420,598,786,922,1257,2102,42,106,172,91,190,171,151,158,139,187,123,162,204,189,132,96,167,186,200,611,156,87,97,182,137,833,414,463,427,591,782,18444,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Qiania,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Qiania;Qiania dongpingensis
Duncaniella freteri,1065,521,1836,1445,2454,1683,723,873,368,670,285,59,109,72,68,53,51,89,290,52,265,89,34,111,89,112,34,213,61,163,131,166,18,97,115,644,243,855,620,481,990,18297,Bacteria,none,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Duncaniella,Bacteria;none;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Duncaniella;Duncaniella freteri
Lachnobacterium bovis,1051,858,287,498,954,649,1129,951,1139,2002,26,199,338,178,701,512,601,364,504,901,68,59,118,104,50,97,148,125,161,375,143,109,148,147,113,499,173,296,303,433,546,18057,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lachnobacterium,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lachnobacterium;Lachnobacterium bovis
Anaerostipes butyraticus,922,949,1281,1268,1270,438,892,888,917,1303,43,50,118,63,80,61,80,92,86,112,68,131,100,166,125,96,96,154,161,488,95,111,175,209,102,898,277,589,478,1046,1316,17794,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerostipes,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Anaerostipes;Anaerostipes butyraticus
Mucispirillum schaedleri,665,818,2560,1437,726,725,781,757,876,1089,36,40,160,109,79,47,201,131,172,202,42,320,537,238,154,116,75,73,55,144,75,71,173,177,155,704,325,697,448,547,963,17700,Bacteria,none,Deferribacteres,Deferribacteres,Deferribacterales,Mucispirillaceae,Mucispirillum,Bacteria;none;Deferribacteres;Deferribacteres;Deferribacterales;Mucispirillaceae;Mucispirillum;Mucispirillum schaedleri
Eubacterium coprostanoligenes,1663,1361,1231,1410,968,626,984,1520,728,2257,678,12,92,37,58,87,36,68,198,101,214,8,7,41,17,84,22,23,28,92,45,38,20,26,15,72,31,199,114,852,1333,17396,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;Eubacterium coprostanoligenes
Jingyaoa shaoxingensis,625,671,718,1451,972,399,366,670,1789,1893,50,140,183,55,148,93,111,66,108,182,74,93,106,90,58,89,75,156,102,261,60,172,178,184,209,1412,330,487,806,693,936,17261,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Jingyaoa,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Jingyaoa;Jingyaoa shaoxingensis
Pusillibacter faecalis,1083,707,1927,1332,1904,1130,1346,878,747,1272,1,12,38,34,44,25,21,35,53,52,97,184,106,182,85,100,100,178,81,241,131,251,75,45,41,401,146,305,274,501,587,16752,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Pusillibacter,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Pusillibacter;Pusillibacter faecalis
Blautia glucerasea,1024,1043,705,1063,894,491,753,1007,872,1208,37,90,184,68,155,105,154,122,145,156,82,104,88,128,83,104,138,183,189,555,137,120,174,214,116,649,263,681,410,687,886,16267,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Blautia;Blautia glucerasea
Coprococcus comes,1838,1873,3754,2706,4127,643,73,188,10,6,0,0,0,0,0,1,3,1,0,0,0,0,0,0,1,1,1,0,1,4,0,0,0,0,63,898,13,0,2,4,11,16222,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Coprococcus,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Coprococcus;Coprococcus comes
Suipraeoptans intestinalis,602,582,719,1089,694,377,425,621,899,1121,6,21,85,62,116,96,118,126,127,127,53,116,111,185,66,83,127,166,139,403,106,76,128,261,201,1079,409,489,809,1270,1570,15860,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Suipraeoptans,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Suipraeoptans;Suipraeoptans intestinalis
Novisyntrophococcus fermenticellae,854,654,662,849,1188,752,1531,855,1201,1250,18,69,118,41,147,135,162,117,94,123,42,83,93,93,90,73,78,87,120,257,56,49,68,121,89,626,220,420,707,932,671,15795,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Novisyntrophococcus,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Novisyntrophococcus;Novisyntrophococcus fermenticellae
Oscillibacter valericigenes,713,791,908,751,1347,750,1143,854,620,1319,15,44,177,95,77,92,104,93,238,163,102,306,185,235,120,78,88,103,79,270,88,243,82,62,67,484,291,697,420,624,575,15493,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Oscillibacter,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Oscillibacter;Oscillibacter valericigenes
Anaerobutyricum soehngenii,2566,612,791,631,1392,397,824,601,486,1779,86,30,93,80,96,64,79,84,82,90,153,106,233,121,61,97,100,139,175,442,84,31,133,198,41,282,278,758,109,439,217,15060,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerobutyricum,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Anaerobutyricum;Anaerobutyricum soehngenii
Blautia caecimuris,748,703,571,844,798,349,718,837,662,1390,61,79,129,61,93,85,66,73,65,112,97,108,98,143,108,113,121,148,151,462,101,118,181,194,172,742,330,690,583,879,928,14911,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Blautia;Blautia caecimuris
Diplocloster modestus,532,664,979,858,594,481,669,515,1238,1836,25,250,182,230,397,181,218,270,295,372,72,106,122,130,52,72,59,86,107,231,100,119,153,179,85,620,262,494,372,238,181,14626,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Diplocloster,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Diplocloster;Diplocloster modestus
Roseburia faecis,1359,1293,2233,1738,2523,520,263,323,151,280,28,66,100,83,91,43,64,61,39,65,18,29,31,73,52,53,62,100,68,216,61,36,47,57,100,759,224,456,377,202,255,14599,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Roseburia,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Roseburia;Roseburia faecis
Duncaniella muricolitica,654,371,2539,876,1332,1116,775,728,420,696,72,69,100,48,54,88,42,49,259,42,121,20,19,22,21,23,15,57,16,39,74,134,23,84,100,423,127,661,772,606,885,14572,Bacteria,none,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Duncaniella,Bacteria;none;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Duncaniella;Duncaniella muricolitica
Clostridium manihotivorum,693,754,856,1043,1024,492,830,769,666,1285,104,60,93,65,77,47,74,72,99,86,123,109,72,97,114,87,95,134,105,240,89,216,99,122,115,515,243,837,420,777,747,14545,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium manihotivorum
Jutongia hominis,732,524,134,180,236,853,2786,207,1873,6478,0,2,1,0,4,0,0,2,1,3,41,25,11,0,7,5,8,7,22,73,27,10,7,4,29,39,9,37,15,41,97,14530,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Jutongia,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Jutongia;Jutongia hominis
Enterocloster clostridioformis,754,474,691,990,1132,258,337,602,581,1125,459,186,306,58,104,113,143,196,141,134,144,134,189,89,130,183,205,382,349,849,93,342,222,93,71,450,214,232,261,230,394,14040,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Enterocloster,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Enterocloster;Enterocloster clostridioformis
Syntrophococcus sucromutans,605,543,619,595,543,258,502,552,481,648,53,86,370,161,192,163,175,176,207,315,34,103,94,81,52,46,52,53,48,178,31,170,243,540,341,1090,935,1022,381,553,734,14025,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Syntrophococcus,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Syntrophococcus;Syntrophococcus sucromutans
Dorea formicigenerans,722,884,336,1352,1262,254,360,624,940,841,56,77,128,51,192,250,305,509,487,622,32,86,55,58,43,113,82,182,178,598,61,126,39,182,170,226,198,326,242,212,278,13739,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Dorea,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Dorea;Dorea formicigenerans
Stomatobaculum longum,839,1216,1263,1094,1625,497,2388,725,443,695,1,7,21,42,98,45,20,43,78,42,25,68,74,52,62,68,90,118,80,238,58,55,67,65,82,488,178,257,133,162,97,13699,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Stomatobaculum,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Stomatobaculum;Stomatobaculum longum
Anaerocolumna cellulosilytica,555,447,56,1611,1709,351,101,321,647,988,1,3,10,1,4,6,11,17,12,18,47,80,13,89,56,187,67,211,233,642,39,219,4,396,365,134,472,606,343,218,246,11536,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerocolumna,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Anaerocolumna;Anaerocolumna cellulosilytica
Faecalicatena faecalis,605,489,637,624,763,236,312,443,500,724,87,128,198,124,140,66,76,88,81,82,53,57,105,133,103,109,112,138,121,381,79,91,60,151,123,453,311,765,712,375,634,11469,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Faecalicatena,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Faecalicatena;Faecalicatena faecalis
Roseburia porci,483,425,446,563,591,276,249,988,387,1158,59,44,53,46,389,424,529,52,168,341,21,44,39,51,15,65,120,135,257,602,203,55,405,158,53,176,339,175,99,323,356,11362,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Roseburia,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Roseburia;Roseburia porci
Johnsonella ignava,600,426,520,814,592,337,390,572,764,744,45,48,204,78,91,93,84,62,44,105,42,64,80,66,26,37,51,76,86,292,67,48,86,375,108,655,551,997,230,351,418,11319,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Johnsonella,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Johnsonella;Johnsonella ignava
Monoglobus pectinilyticus,359,540,381,1584,404,262,513,680,340,891,137,48,77,35,80,32,56,72,75,77,107,75,63,73,107,77,54,88,98,287,172,130,56,56,103,331,232,747,195,843,675,11212,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Monoglobus,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Monoglobus;Monoglobus pectinilyticus
Heminiphilus faecis,690,343,1359,920,1560,578,425,390,275,472,110,22,32,39,53,13,37,62,166,51,125,12,14,17,37,37,10,55,19,50,43,88,14,38,58,335,70,481,525,376,853,10854,Bacteria,none,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Heminiphilus,Bacteria;none;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Heminiphilus;Heminiphilus faecis
Butyribacter intestini,442,522,348,450,465,219,348,346,718,1153,26,74,166,31,61,33,44,33,36,129,58,134,88,106,96,46,35,115,43,140,38,149,112,113,137,1017,160,367,684,595,868,10745,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Butyribacter,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Butyribacter;Butyribacter intestini
Anaerostipes rhamnosivorans,936,592,228,424,402,509,573,591,567,474,66,32,69,52,132,92,128,100,151,126,41,63,39,90,84,29,101,89,107,323,69,96,203,70,37,518,155,204,147,761,1074,10544,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerostipes,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Anaerostipes;Anaerostipes rhamnosivorans
Lachnoclostridium urinimassiliense,748,521,569,571,693,444,745,688,566,884,25,65,116,41,76,66,99,65,61,96,55,81,69,72,47,63,71,65,70,224,58,71,103,90,64,403,144,326,253,388,466,10322,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lachnoclostridium,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lachnoclostridium;Lachnoclostridium urinimassiliense
Oliverpabstia intestinalis,941,424,418,402,1288,308,513,466,1723,441,74,17,59,7,46,55,16,34,41,102,42,53,31,33,32,42,38,120,49,283,7,71,46,57,41,246,162,204,102,278,993,10305,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Oliverpabstia,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Oliverpabstia;Oliverpabstia intestinalis
Velocimicrobium porci,500,247,199,325,821,324,969,388,696,1249,34,197,342,136,562,491,521,354,505,767,4,29,25,33,23,39,20,14,26,51,14,38,18,22,9,46,17,47,48,45,70,10265,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Velocimicrobium,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Velocimicrobium;Velocimicrobium porci
Limosilactobacillus balticus,226,0,0,2885,143,71,2105,1686,1696,1436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,10250,Bacteria,none,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Bacteria;none;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus;Limosilactobacillus balticus
[Clostridium] viride,568,575,873,565,932,372,501,652,446,889,21,28,78,31,24,45,56,53,70,43,65,61,36,45,50,47,38,48,51,172,44,118,145,62,66,396,111,510,209,357,558,10011,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Oscillospiraceae_Incertae_sedis,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Oscillospiraceae_Incertae_sedis;[Clostridium] viride
Jutongia huaianensis,452,173,58,178,298,346,782,414,1093,3015,31,15,68,25,27,15,38,31,33,45,166,220,108,126,107,71,97,109,150,338,81,53,48,64,47,138,76,133,104,127,448,9948,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Jutongia,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Jutongia;Jutongia huaianensis
Butyricicoccus pullicaecorum,441,587,1093,786,1236,258,454,469,585,851,8,51,103,42,110,76,93,123,84,118,27,74,40,57,48,54,51,38,44,119,27,78,120,38,38,160,112,220,191,523,188,9815,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Butyricicoccus,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Butyricicoccus;Butyricicoccus pullicaecorum
Pseudobutyrivibrio xylanivorans,543,549,740,735,937,264,452,459,501,774,12,36,67,21,51,31,52,49,45,51,49,40,30,68,50,27,59,93,62,199,51,49,46,63,56,515,138,270,238,464,671,9607,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Pseudobutyrivibrio,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Pseudobutyrivibrio;Pseudobutyrivibrio xylanivorans
Anaerotignum neopropionicum,666,463,500,537,710,358,685,519,536,787,19,39,109,41,79,56,61,46,79,99,36,52,47,60,58,47,52,82,85,242,42,58,67,69,60,429,188,303,283,431,525,9605,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerotignum,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Anaerotignum;Anaerotignum neopropionicum
Catonella morbi,417,1528,242,143,259,117,797,649,209,210,0,42,84,0,168,95,28,13,42,16,67,99,0,24,59,0,117,49,0,33,0,139,540,0,0,945,0,1273,52,817,290,9563,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Catonella,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Catonella;Catonella morbi
Muribaculum gordoncarteri,692,240,1095,512,1096,1036,412,536,148,303,187,26,46,27,34,33,29,29,105,23,94,26,33,64,50,71,19,131,36,95,114,103,18,70,45,331,127,414,451,186,455,9542,Bacteria,none,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculum,Bacteria;none;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculum;Muribaculum gordoncarteri
[Bacteroides] pectinophilus,300,423,155,341,214,111,168,195,915,1185,19,71,189,16,24,12,22,18,14,98,17,32,44,29,67,22,26,133,50,145,28,119,60,95,159,1131,166,360,798,510,1000,9481,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Eubacteriales_Incertae_sedis,Eubacteriales_Incertae_sedis_Incertae_sedis,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Eubacteriales_Incertae_sedis;Eubacteriales_Incertae_sedis_Incertae_sedis;[Bacteroides] pectinophilus
Anaerocolumna jejuensis,420,290,275,243,394,247,496,591,960,986,43,167,248,146,105,88,126,155,96,102,116,48,42,69,131,49,25,78,118,306,77,42,123,37,42,603,51,135,67,447,668,9452,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerocolumna,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Anaerocolumna;Anaerocolumna jejuensis
Muribaculum intestinale,523,210,987,757,1193,611,295,339,139,311,110,23,91,47,53,44,55,67,135,21,85,27,14,67,32,31,9,98,19,67,50,68,11,73,38,365,155,361,633,411,714,9339,Bacteria,none,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculum,Bacteria;none;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculum;Muribaculum intestinale
