species,MEO10_0,MEO10_6,MEO11_0,MEO11_6,MEO12_0,MEO12_6,MEO13_0,MEO13_6,MEO14_0,MEO14_6,MEO15_0,MEO15_6,MEO16_0,MEO16_6,MEO17_0,MEO17_6,MEO18_0,MEO18_6,MEO19_0,MEO19_6,MEO1_0,MEO1_7,MEO20_0,MEO20_6,MEO2_0,MEO2_7,MEO3_0,MEO3_7,MEO4_0,MEO4_7,MEO5_0,MEO5_7,MEO6_0,MEO6_7,MEO7_0,MEO7_6,MEO9_0,MEO9_6,MEY10_0,MEY10_6,MEY12_0,MEY12_6,MEY13_0,MEY13_6,MEY14_0,MEY14_6,MEY15_0,MEY15_cntrl,MEY16_0,MEY16_6,MEY17_0,MEY17_6,MEY18_0,MEY18_6,MEY19_0,MEY19_6,MEY1_0,MEY1_6,MEY20_0,MEY20_6,MEY21_0,MEY21_6,MEY22_0,MEY22_6,MEY23_0,MEY23_6,MEY24_0,MEY24_6,MEY2_0,MEY2_6,MEY3_0,MEY3_6,MEY5_0,MEY5_6,MEY6_0,MEY6_6,MEY9_0,MEY9_6,total,superkingdom,kingdom,phylum,class,order,family,genus,tax
Romboutsia lituseburensis,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,58,0,76,16,1,2,0,6,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,184,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Peptostreptococcaceae,Romboutsia,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Romboutsia;Romboutsia lituseburensis
Romboutsia maritimum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,2,177,23,8,6,0,1,0,0,0,0,18,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,3,0,0,0,0,0,0,1,0,0,79,0,9,1,0,0,0,3,0,0,0,0,0,0,619,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Peptostreptococcaceae,Romboutsia,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Romboutsia;Romboutsia maritimum
Romboutsia sedimentorum,0,2,0,0,0,5,0,2,0,2,0,8,0,12,7,3,13,1,4,4,0,4,6,5,15,2,31,8,0,0,5,1,1,9,4,3,5,14,1,0,2,0,4,1,0,1,0,0,0,0,1,1,15,7,2,2,1,1,0,0,0,0,11,1,35,15,2,14,1,1,1,2,1,0,0,0,1,10,310,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Peptostreptococcaceae,Romboutsia,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Romboutsia;Romboutsia sedimentorum
Romboutsia timonensis,9,0,0,0,2,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,1,1567,17,2574,451,50,85,19,0,0,2,0,3,46,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,14,1,0,2,0,1,0,0,0,6,550,7,38,1,0,0,0,0,2,2,1,2,0,1,5665,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Peptostreptococcaceae,Romboutsia,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Romboutsia;Romboutsia timonensis
[Clostridium] dakarense,3,1,0,2,0,1,0,2,0,1,0,0,3,2,1,2,2,1,1,4,4,6,11,6,25,5,56,11,3,3,4,1,2,4,1,0,3,9,1,2,0,2,2,1,2,5,0,0,3,3,6,1,6,2,2,3,8,4,2,0,0,0,10,5,18,2,0,16,2,3,4,9,1,4,5,1,2,4,321,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Peptostreptococcaceae,Romboutsia,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Romboutsia;[Clostridium] dakarense
Sporacetigenium mesophilum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Peptostreptococcaceae,Sporacetigenium,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Sporacetigenium;Sporacetigenium mesophilum
Tepidibacter formicigenes,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,2,1,18,10,2,13,3,17,6,4,4,4,0,1,3,1,3,3,6,0,1,1,0,0,1,1,0,1,0,1,1,2,2,2,0,0,0,15,6,0,0,0,0,2,1,5,6,4,6,1,0,1,4,1,1,6,0,0,6,185,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Peptostreptococcaceae,Tepidibacter,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Tepidibacter;Tepidibacter formicigenes
Tepidibacter mesophilus,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Peptostreptococcaceae,Tepidibacter,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Tepidibacter;Tepidibacter mesophilus
Tepidibacter thalassicus,0,0,1,0,0,0,4,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,7,1,0,0,3,2,5,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,2,45,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Peptostreptococcaceae,Tepidibacter,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Tepidibacter;Tepidibacter thalassicus
Terrisporobacter glycolicus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Peptostreptococcaceae,Terrisporobacter,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Terrisporobacter;Terrisporobacter glycolicus
Terrisporobacter mayombei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Peptostreptococcaceae,Terrisporobacter,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Terrisporobacter;Terrisporobacter mayombei
Terrisporobacter petrolearius,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2,1,71,1,68,12,1,4,0,0,0,0,0,0,2,14,0,1,0,0,0,0,0,0,0,0,0,0,2,0,11,0,1,0,1,15,0,0,0,0,0,0,13,0,2,6,0,0,0,0,0,1,0,1,0,0,235,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Peptostreptococcaceae,Terrisporobacter,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Terrisporobacter;Terrisporobacter petrolearius
Alkalicella caledoniensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Proteinivoraceae,Alkalicella,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Proteinivoraceae;Alkalicella;Alkalicella caledoniensis
Anaerobranca californiensis,1,5,1,2,3,5,9,1,11,5,3,4,0,6,2,2,4,12,5,5,5,6,32,26,6,12,2,2,7,1,8,11,23,17,3,3,5,7,3,5,1,0,8,2,10,12,4,0,6,5,11,5,10,15,2,6,15,31,12,2,0,4,100,9,13,22,9,22,12,13,12,21,3,6,9,7,21,24,734,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Proteinivoraceae,Anaerobranca,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Proteinivoraceae;Anaerobranca;Anaerobranca californiensis
Anaerobranca horikoshii,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,5,1,0,0,0,1,0,0,1,0,0,0,0,0,2,1,23,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Proteinivoraceae,Anaerobranca,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Proteinivoraceae;Anaerobranca;Anaerobranca horikoshii
Proteinivorax hydrogeniformans,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Proteinivoraceae,Proteinivorax,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Proteinivoraceae;Proteinivorax;Proteinivorax hydrogeniformans
Caldinitratiruptor microaerophilus,0,0,1,1,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,2,0,1,2,0,0,0,3,0,4,0,0,0,0,0,1,36,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Symbiobacteriaceae,Caldinitratiruptor,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Symbiobacteriaceae;Caldinitratiruptor;Caldinitratiruptor microaerophilus
Symbiobacterium terraclitae,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Symbiobacteriaceae,Symbiobacterium,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Symbiobacteriaceae;Symbiobacterium;Symbiobacterium terraclitae
Symbiobacterium thermophilum,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Symbiobacteriaceae,Symbiobacterium,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Symbiobacteriaceae;Symbiobacterium;Symbiobacterium thermophilum
Symbiobacterium turbinis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Symbiobacteriaceae,Symbiobacterium,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Symbiobacteriaceae;Symbiobacterium;Symbiobacterium turbinis
Pelospora glutarica,1,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,3,2,0,3,0,0,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,1,1,1,0,0,0,0,2,1,0,0,2,1,0,1,0,0,2,0,1,0,0,1,40,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Syntrophomonadaceae,Pelospora,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Syntrophomonadaceae;Pelospora;Pelospora glutarica
Syntrophomonas bryantii,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,11,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Syntrophomonadaceae,Syntrophomonas,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Syntrophomonadaceae;Syntrophomonas;Syntrophomonas bryantii
Syntrophomonas cellicola,0,0,1,0,1,2,2,4,2,0,0,1,0,1,0,0,0,10,6,4,6,0,3,6,4,6,0,1,0,1,2,0,8,10,0,0,5,1,1,0,0,0,1,0,2,1,1,0,1,0,5,1,0,0,0,3,2,1,1,1,0,9,18,2,7,4,4,16,0,1,0,1,0,3,0,1,10,23,207,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Syntrophomonadaceae,Syntrophomonas,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Syntrophomonadaceae;Syntrophomonas;Syntrophomonas cellicola
Syntrophomonas curvata,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Syntrophomonadaceae,Syntrophomonas,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Syntrophomonadaceae;Syntrophomonas;Syntrophomonas curvata
Syntrophomonas erecta,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,0,0,1,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,2,1,0,0,1,0,0,0,0,2,2,35,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Syntrophomonadaceae,Syntrophomonas,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Syntrophomonadaceae;Syntrophomonas;Syntrophomonas erecta
Syntrophomonas palmitatica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Syntrophomonadaceae,Syntrophomonas,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Syntrophomonadaceae;Syntrophomonas;Syntrophomonas palmitatica
Syntrophomonas sapovorans,1,2,1,0,1,3,5,2,16,1,0,1,8,17,4,5,3,3,7,7,4,9,28,24,3,11,18,17,41,17,42,26,13,44,2,5,3,1,1,1,0,5,10,3,3,12,6,0,7,0,3,2,8,36,2,13,31,131,24,6,0,6,80,29,9,29,7,41,37,75,43,180,1,2,7,7,8,19,1279,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Syntrophomonadaceae,Syntrophomonas,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Syntrophomonadaceae;Syntrophomonas;Syntrophomonas sapovorans
Syntrophomonas wolfei,0,1,1,0,1,0,8,0,12,0,0,0,2,1,2,1,2,1,4,12,3,7,2,12,0,3,0,3,5,1,3,5,22,3,0,1,0,4,1,1,0,2,0,2,2,1,1,0,3,3,1,2,2,11,0,10,6,7,3,2,0,2,19,3,5,13,2,7,8,5,1,5,0,0,0,3,2,14,271,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Syntrophomonadaceae,Syntrophomonas,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Syntrophomonadaceae;Syntrophomonas;Syntrophomonas wolfei
Syntrophomonas zehnderi,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,11,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Syntrophomonadaceae,Syntrophomonas,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Syntrophomonadaceae;Syntrophomonas;Syntrophomonas zehnderi
Syntrophothermus lipocalidus,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,19,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Syntrophomonadaceae,Syntrophothermus,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Syntrophomonadaceae;Syntrophothermus;Syntrophothermus lipocalidus
Thermohydrogenium kirishiense,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,2,1,1,0,3,1,1,2,1,3,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,0,1,0,1,1,0,4,1,1,1,1,0,0,13,1,2,5,0,3,0,1,1,0,0,2,0,1,2,1,69,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Syntrophomonadaceae,Thermohydrogenium,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Syntrophomonadaceae;Thermohydrogenium;Thermohydrogenium kirishiense
Thermosyntropha lipolytica,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,2,0,1,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,1,2,1,2,1,0,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,1,1,2,35,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Syntrophomonadaceae,Thermosyntropha,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Syntrophomonadaceae;Thermosyntropha;Thermosyntropha lipolytica
Thermosyntropha tengcongensis,0,3,2,0,2,10,8,3,0,2,0,2,4,4,4,8,1,2,2,1,4,0,15,7,0,3,14,10,11,9,10,18,22,18,3,4,1,5,1,2,1,2,4,0,2,1,2,0,5,0,17,3,16,6,7,5,21,14,11,2,0,8,23,16,23,17,13,5,15,2,3,9,1,0,1,3,12,14,499,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Syntrophomonadaceae,Thermosyntropha,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Syntrophomonadaceae;Thermosyntropha;Thermosyntropha tengcongensis
Thermincola carboxydiphila,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,2,2,1,0,1,0,3,0,0,0,1,2,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,3,0,2,1,3,0,0,0,0,5,0,0,0,1,2,0,2,0,3,0,1,2,0,2,2,50,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Thermincolaceae,Thermincola,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Thermincolaceae;Thermincola;Thermincola carboxydiphila
Thermincola ferriacetica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Thermincolaceae,Thermincola,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Thermincolaceae;Thermincola;Thermincola ferriacetica
Petrocella atlantisensis,0,1,1,2,2,3,19,0,18,0,1,4,2,3,2,1,4,24,8,11,2,7,63,27,20,7,7,2,7,2,2,12,22,9,4,4,2,5,5,3,1,2,0,3,2,2,2,0,6,0,17,0,31,25,11,10,9,4,5,3,3,3,116,2,4,6,25,27,5,4,3,12,6,3,4,1,23,29,727,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Vallitaleaceae,Petrocella,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Vallitaleaceae;Petrocella;Petrocella atlantisensis
Vallitalea okinawensis,0,1,0,2,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,2,3,0,1,1,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,4,0,1,0,2,1,0,0,0,0,0,3,2,0,1,2,1,1,4,6,3,4,2,2,1,0,0,64,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Vallitaleaceae,Vallitalea,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Vallitaleaceae;Vallitalea;Vallitalea okinawensis
Vallitalea pronyensis,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,1,0,0,2,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,21,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Vallitaleaceae,Vallitalea,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Vallitaleaceae;Vallitalea;Vallitalea pronyensis
Xylanivirga thermophila,0,6,3,2,0,6,7,2,7,2,4,1,1,3,1,0,2,0,0,0,1,2,14,7,20,9,2,2,6,4,23,17,17,10,3,3,1,1,0,4,4,5,10,4,14,2,4,1,4,4,10,4,10,12,1,0,11,9,0,1,0,1,61,2,6,9,8,4,1,0,13,9,2,10,11,4,19,14,477,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Xylanivirgaceae,Xylanivirga,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Xylanivirgaceae;Xylanivirga;Xylanivirga thermophila
Yeguia hominis,2,1,0,0,5,2,7,1,5,2,10,8,6,4,3,1,1,4,3,4,27,24,15,8,2,1,1,7,2,4,9,6,42,41,9,4,18,2,1,2,1,0,5,0,0,0,1,0,0,1,9,3,4,3,3,2,24,5,2,4,0,0,20,3,6,9,4,4,8,5,8,4,3,0,7,6,10,8,466,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Yeguiaceae,Yeguia,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Yeguiaceae;Yeguia;Yeguia hominis
Halanaerobium alcaliphilum,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,2,0,6,0,0,0,20,Bacteria,Bacteria_none,Firmicutes,Clostridia,Halanaerobiales,Halanaerobiaceae,Halanaerobium,Bacteria;Bacteria_none;Firmicutes;Clostridia;Halanaerobiales;Halanaerobiaceae;Halanaerobium;Halanaerobium alcaliphilum
Halanaerobium congolense,0,1,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,4,0,0,3,0,0,0,0,3,1,49,Bacteria,Bacteria_none,Firmicutes,Clostridia,Halanaerobiales,Halanaerobiaceae,Halanaerobium,Bacteria;Bacteria_none;Firmicutes;Clostridia;Halanaerobiales;Halanaerobiaceae;Halanaerobium;Halanaerobium congolense
Halanaerobium fermentans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Bacteria,Bacteria_none,Firmicutes,Clostridia,Halanaerobiales,Halanaerobiaceae,Halanaerobium,Bacteria;Bacteria_none;Firmicutes;Clostridia;Halanaerobiales;Halanaerobiaceae;Halanaerobium;Halanaerobium fermentans
Halanaerobium lacusrosei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,Bacteria,Bacteria_none,Firmicutes,Clostridia,Halanaerobiales,Halanaerobiaceae,Halanaerobium,Bacteria;Bacteria_none;Firmicutes;Clostridia;Halanaerobiales;Halanaerobiaceae;Halanaerobium;Halanaerobium lacusrosei
Halanaerobium saccharolyticum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,Bacteria,Bacteria_none,Firmicutes,Clostridia,Halanaerobiales,Halanaerobiaceae,Halanaerobium,Bacteria;Bacteria_none;Firmicutes;Clostridia;Halanaerobiales;Halanaerobiaceae;Halanaerobium;Halanaerobium saccharolyticum
